Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Bacterial invasion of epithelial cells	2/77	0.05786472504393705	0.36228349592725806	0	0	5.3397979797979795	15.216540999135935	CDH1;FN1
Insulin secretion	2/86	0.07022703458882906	0.4140399349365959	0	0	4.765512265512266	12.657305103863148	ATF6B;CREB3L4
ECM-receptor interaction	2/88	0.0730823402282584	0.4140399349365959	0	0	4.654216584449142	12.176214937500554	COL2A1;FN1
GnRH signaling pathway	2/93	0.08038044355936887	0.4140399349365959	0	0	4.397380397380397	11.085727258198451	FSHB;CGA
TGF-beta signaling pathway	2/94	0.08186645676210437	0.4140399349365959	0	0	4.349363197189284	10.885003114119979	CUL1;AMH
Proteoglycans in cancer	3/205	0.08547907826567039	0.4140399349365959	0	0	2.9849969690846634	7.341551185929343	CD63;FN1;FRS2
Aldosterone synthesis and secretion	2/98	0.0878943838556413	0.4140399349365959	0	0	4.16729797979798	10.133282483069117	ATF6B;CREB3L4
Rap1 signaling pathway	3/210	0.09032145469806672	0.4140399349365959	0	0	2.912156166814552	7.001930781794919	CDH1;EVL;FGFR4
Longevity regulating pathway	2/102	0.09405077122227563	0.4140399349365959	0	0	3.9997979797979797	9.45520453285114	ATF6B;CREB3L4
NF-kappa B signaling pathway	2/104	0.09717479971191827	0.4140399349365959	0	0	3.920974450386215	9.140747625827029	CCL4L1;CSNK2A2
Human T-cell leukemia virus 1 infection	3/219	0.0993199386697803	0.4140399349365959	0	0	2.7895408163265305	6.442190488124848	ATF6B;CREB3L4;B2M
Parathyroid hormone synthesis, secretion and action	2/106	0.10032816842017447	0.4140399349365959	0	0	3.845182595182595	8.841262108597789	ATF6B;CREB3L4
Glucagon signaling pathway	2/107	0.10191557552312272	0.4140399349365959	0	0	3.8083694083694084	8.696832366443033	CREB3L4;FBP1
Ribosome biogenesis in eukaryotes	2/108	0.10350998373414898	0.4140399349365959	0	0	3.772250809986659	8.55579381402169	FBL;CSNK2A2
TNF signaling pathway	2/112	0.10995545321434207	0.4183460965981059	0	0	3.6343434343434344	8.023467189531802	ATF6B;CREB3L4
Thermogenesis	3/232	0.11292628095930977	0.4183460965981059	0	0	2.6294447910168435	5.734871820235224	COA3;CREB3L4;FRS2
Chemical carcinogenesis	3/239	0.12053340699515795	0.4183460965981059	0	0	2.550544794188862	5.396514927377769	BCL6;ATF6B;CREB3L4
Growth hormone synthesis, secretion and action	2/119	0.12147989864596592	0.4183460965981059	0	0	3.415695415695416	7.200308046532741	ATF6B;CREB3L4
Calcium signaling pathway	3/240	0.12163545026301659	0.4183460965981059	0	0	2.5396538362180316	5.350356850705541	CASQ2;CASQ1;FGFR4
Pathways in cancer	5/531	0.1312178032812894	0.4183460965981059	0	0	1.9182707541191382	3.8958097748174905	ALK;CDH1;CUL1;FN1;FGFR4
Butanoate metabolism	1/28	0.13225192593700327	0.4183460965981059	0	0	7.36	14.889623310873223	ALDH5A1
Endocytosis	3/252	0.1351449046243664	0.4183460965981059	0	0	2.4157855913449717	4.8349719048496755	ARF3;FGFR4;ARF6
Lysosome	2/128	0.13670637205657432	0.4183460965981059	0	0	3.1702741702741704	6.308591732495041	CD63;ACP5
Relaxin signaling pathway	2/129	0.13842388317958243	0.4183460965981059	0	0	3.1451523105066412	6.219333266390702	ATF6B;CREB3L4
Pentose phosphate pathway	1/30	0.14100648221984982	0.4183460965981059	0	0	6.8517241379310345	13.422181001815327	FBP1
Dopaminergic synapse	2/132	0.14360482006505337	0.4183460965981059	0	0	3.072105672105672	5.962004931966253	ATF6B;CREB3L4
Circadian rhythm	1/31	0.1453509096429046	0.4183460965981059	0	0	6.623	12.773146899499723	CUL1
Systemic lupus erythematosus	2/135	0.1488264790621064	0.4183460965981059	0	0	3.002354370775423	5.7194076808204475	C5;C6
Yersinia infection	2/137	0.15232903573877726	0.4183460965981059	0	0	2.9575757575757575	5.565306944242516	FN1;ARF6
Estrogen signaling pathway	2/137	0.15232903573877726	0.4183460965981059	0	0	2.9575757575757575	5.565306944242516	ATF6B;CREB3L4
Fructose and mannose metabolism	1/33	0.153974604997914	0.4183460965981059	0	0	6.2084375	11.615785364283855	FBP1
Tyrosine metabolism	1/36	0.1667488592559496	0.43962263824124326	0	0	5.675428571428571	10.1662047056792	FAH
Alanine, aspartate and glutamate metabolism	1/37	0.17096435931603904	0.43962263824124326	0	0	5.5175	9.745561183866672	ALDH5A1
Thyroid cancer	1/37	0.17096435931603904	0.43962263824124326	0	0	5.5175	9.745561183866672	CDH1
Adrenergic signaling in cardiomyocytes	2/150	0.17546477324087711	0.4432794271348474	0	0	2.696014196014196	4.691919279594689	ATF6B;CREB3L4
Cytokine-cytokine receptor interaction	3/295	0.18729139801221287	0.45741655222175576	0	0	2.0555283757338554	3.4431941982072507	CCL4L1;AMH;CRLF2
Bladder cancer	1/41	0.18761623900795069	0.45741655222175576	0	0	4.96475	8.307797598280153	CDH1
Hepatitis B	2/162	0.19728243352606237	0.45741655222175576	0	0	2.49229797979798	4.045295966035544	ATF6B;CREB3L4
Hippo signaling pathway	2/163	0.1991164073446808	0.45741655222175576	0	0	2.476692389735868	3.9970488074653785	CDH1;AMH
Huntington disease	3/306	0.20139893916876533	0.45741655222175576	0	0	1.9797938977571226	3.1725555085140242	DCTN2;CREB3L4;DNAI1
ABC transporters	1/45	0.2039368972930661	0.45741655222175576	0	0	4.5125	7.174625278178511	CFTR
Wnt signaling pathway	2/166	0.2046307300154978	0.45741655222175576	0	0	2.4310174919931016	3.8569265261597705	CSNK2A2;CUL1
cGMP-PKG signaling pathway	2/167	0.20647274926676473	0.45741655222175576	0	0	2.416161616161616	3.8117047692089625	ATF6B;CREB3L4
Protein processing in endoplasmic reticulum	2/171	0.2138586447535184	0.46660067946222195	0	0	2.358496204650051	3.637838934832001	ATF6B;CUL1
Vibrio cholerae infection	1/50	0.22388186624120487	0.4694476958543243	0	0	4.051020408163265	6.062906014187368	CFTR
Human papillomavirus infection	3/331	0.2343237874448578	0.4694476958543243	0	0	1.8265617222498756	2.650434968067262	COL2A1;CREB3L4;FN1
Autoimmune thyroid disease	1/53	0.23561051694391522	0.4694476958543243	0	0	3.816730769230769	5.5173713039326815	CGA
Fanconi anemia pathway	1/54	0.2394809348002207	0.4694476958543243	0	0	3.7445283018867923	5.351984913808453	FANCF
Alcoholism	2/186	0.24175087003636783	0.4694476958543243	0	0	2.164580588493632	3.073374436141521	ATF6B;CREB3L4
Regulation of lipolysis in adipocytes	1/55	0.24333194816497314	0.4694476958543243	0	0	3.675	5.193983068037966	CGA
Hedgehog signaling pathway	1/56	0.24716365340011948	0.4694476958543243	0	0	3.608	5.042918187347312	CUL1
Pyrimidine metabolism	1/56	0.24716365340011948	0.4694476958543243	0	0	3.608	5.042918187347312	DCK
Neutrophil extracellular trap formation	2/189	0.2473546707768842	0.4694476958543243	0	0	2.1295306001188354	2.974809564259034	FGA;C5
Neuroactive ligand-receptor interaction	3/341	0.24776406170089338	0.4694476958543243	0	0	1.771615746890472	2.471897095731088	C5;FSHB;CGA
Endometrial cancer	1/58	0.254769522303297	0.4764520936581139	0	0	3.4810526315789474	4.75997736286793	CDH1
Focal adhesion	2/201	0.26980569471058036	0.48276827619965546	0	0	1.9998984823105426	2.619973462974472	COL2A1;FN1
Cytosolic DNA-sensing pathway	1/63	0.2734529535275154	0.48276827619965546	0	0	3.1995161290322582	4.14857480293546	CCL4L1
Viral carcinogenesis	2/203	0.2735491336715016	0.48276827619965546	0	0	1.97979797979798	2.566360696873093	ATF6B;CREB3L4
GnRH secretion	1/64	0.2771336046199895	0.48276827619965546	0	0	3.1485714285714286	4.040421797845563	CGA
Amyotrophic lateral sclerosis	3/364	0.27909390327567696	0.48276827619965546	0	0	1.6567923568319294	2.114409975016653	DCTN2;CHCHD10;DNAI1
Aminoacyl-tRNA biosynthesis	1/66	0.2844396114654024	0.48276827619965546	0	0	3.0513846153846154	3.8363054312572706	FARS2
Glycolysis / Gluconeogenesis	1/67	0.28806515011934997	0.48276827619965546	0	0	3.005	3.739928669254431	FBP1
Human immunodeficiency virus 1 infection	2/212	0.2903824574868689	0.48276827619965546	0	0	1.894083694083694	2.3421413253420713	CUL1;B2M
Mitophagy	1/68	0.2916725002039585	0.48276827619965546	0	0	2.96	3.6470860951483375	CSNK2A2
Retinol metabolism	1/68	0.2916725002039585	0.48276827619965546	0	0	2.96	3.6470860951483375	ALDH1A1
Prolactin signaling pathway	1/70	0.2988329953987937	0.48409605800495004	0	0	2.873913043478261	3.4713145130595886	CGA
Regulation of actin cytoskeleton	2/218	0.30158249906563045	0.48409605800495004	0	0	1.8409090909090908	2.2067192134481286	FN1;FGFR4
Melanoma	1/72	0.3059218144336837	0.48409605800495004	0	0	2.792676056338028	3.307717343348979	CDH1
Non-small cell lung cancer	1/72	0.3059218144336837	0.48409605800495004	0	0	2.792676056338028	3.307717343348979	ALK
Gastric acid secretion	1/76	0.3198872584361592	0.5006931001609449	0	0	2.6432	3.012684106726311	CFTR
Antigen processing and presentation	1/78	0.3267652833403001	0.5018436364672811	0	0	2.5742857142857143	2.8793724329859995	B2M
Ras signaling pathway	2/232	0.32759237380503076	0.5018436364672811	0	0	1.7276240667545015	1.9280029004726247	FGFR4;ARF6
ErbB signaling pathway	1/85	0.3503004350615984	0.5272561293954251	0	0	2.3589285714285713	2.4744314019592206	BTC
Shigellosis	2/246	0.35334925395509276	0.5272561293954251	0	0	1.6273389634045372	1.6929179949008686	CUL1;ARF6
Cardiac muscle contraction	1/87	0.35687385084489015	0.5272561293954251	0	0	2.3038372093023254	2.3738114693889174	CASQ2
Salmonella infection	2/249	0.3588270880607754	0.5272561293954251	0	0	1.6073283441704493	1.647374375947489	DCTN2;ARF6
Bile secretion	1/90	0.36661069961066794	0.5320914946766181	0	0	2.2258426966292135	2.233532444357501	CFTR
Small cell lung cancer	1/92	0.37302069920402053	0.5320914946766181	0	0	2.176703296703297	2.146493630571357	FN1
Rheumatoid arthritis	1/93	0.37620157104987745	0.5320914946766181	0	0	2.1529347826086958	2.1047740320130703	ACP5
IL-17 signaling pathway	1/94	0.37936646429876497	0.5320914946766181	0	0	2.129677419354839	2.0641954116468115	DEFB4A
Fc gamma R-mediated phagocytosis	1/97	0.3887660646223936	0.5320914946766181	0	0	2.0628125	1.9488988213610898	ARF6
Prostate cancer	1/97	0.3887660646223936	0.5320914946766181	0	0	2.0628125	1.9488988213610898	CREB3L4
AGE-RAGE signaling pathway in diabetic complications	1/100	0.3980246944821334	0.5320914946766181	0	0	2.0	1.8424824583699577	FN1
Viral protein interaction with cytokine and cytokine receptor	1/100	0.3980246944821334	0.5320914946766181	0	0	2.0	1.8424824583699577	CCL4L1
Melanogenesis	1/101	0.4010799403607288	0.5320914946766181	0	0	1.9799	1.808825788213876	CREB3L4
Amoebiasis	1/102	0.4041198324262492	0.5320914946766181	0	0	1.9601980198019802	1.7760253215884496	FN1
Pancreatic secretion	1/102	0.4041198324262492	0.5320914946766181	0	0	1.9601980198019802	1.7760253215884496	CFTR
Protein digestion and absorption	1/103	0.407144447139396	0.5320914946766181	0	0	1.9408823529411765	1.7440521351863065	COL2A1
Toll-like receptor signaling pathway	1/104	0.4101538604798931	0.5320914946766181	0	0	1.9219417475728156	1.712878536758047	CCL4L1
Insulin resistance	1/108	0.42204100744901785	0.5426241524344516	0	0	1.8497196261682243	1.595665806622413	CREB3L4
Pathways of neurodegeneration	3/475	0.4314632962377486	0.5492660047263488	0	0	1.2599662746454514	1.0590934208866105	DCTN2;CSNK2A2;DNAI1
Cholinergic synapse	1/113	0.43656687757887847	0.5492660047263488	0	0	1.7666964285714286	1.4642622076265737	CREB3L4
MAPK signaling pathway	2/294	0.4386499343300702	0.5492660047263488	0	0	1.3565103085651031	1.1178372033688018	FGFR4;DUSP16
Neurotrophin signaling pathway	1/119	0.453521456189818	0.5629921525114983	0	0	1.6763559322033899	1.3255159221451476	FRS2
MicroRNAs in cancer	2/310	0.46575615893702343	0.5654282793981104	0	0	1.284992784992785	0.9818540510325289	DDIT4;BCL2L2
Cell cycle	1/124	0.46726364755816063	0.5654282793981104	0	0	1.6078048780487806	1.223317031899048	CUL1
Platelet activation	1/124	0.46726364755816063	0.5654282793981104	0	0	1.6078048780487806	1.223317031899048	FGA
Osteoclast differentiation	1/127	0.47534414377177026	0.5673406448394646	0	0	1.5692857142857144	1.1671032459261705	ACP5
Oocyte meiosis	1/129	0.4806636018778797	0.5673406448394646	0	0	1.544609375	1.1315617150461053	CUL1
Purine metabolism	1/129	0.4806636018778797	0.5673406448394646	0	0	1.544609375	1.1315617150461053	DCK
FoxO signaling pathway	1/131	0.4859296547793063	0.5688932543757732	0	0	1.5206923076923078	1.0974705739056227	BCL6
Apelin signaling pathway	1/137	0.5014126645233709	0.5726026289779155	0	0	1.4531617647058823	1.0031551089790296	CDH1
Autophagy	1/137	0.5014126645233709	0.5726026289779155	0	0	1.4531617647058823	1.0031551089790296	DDIT4
Insulin signaling pathway	1/137	0.5014126645233709	0.5726026289779155	0	0	1.4531617647058823	1.0031551089790296	FBP1
Measles	1/139	0.5064703530626385	0.5726026289779155	0	0	1.4319565217391304	0.9741449718086964	CSNK2A2
Ubiquitin mediated proteolysis	1/140	0.508980114647036	0.5726026289779155	0	0	1.4215827338129496	0.9600606830469451	CUL1
Signaling pathways regulating pluripotency of stem cells	1/143	0.516433827390927	0.5764842724363837	0	0	1.391338028169014	0.9194074610800018	FGFR4
Cell adhesion molecules	1/148	0.5286085181091096	0.5775081812562206	0	0	1.343673469387755	0.8566014607573262	CDH1
Phospholipase D signaling pathway	1/148	0.5286085181091096	0.5775081812562206	0	0	1.343673469387755	0.8566014607573262	ARF6
Gastric cancer	1/149	0.5310067862020628	0.5775081812562206	0	0	1.334527027027027	0.844729555178308	CDH1
Spliceosome	1/150	0.5333929729658149	0.5775081812562206	0	0	1.325503355704698	0.8330746722769149	DDX46
mTOR signaling pathway	1/154	0.5428181070101601	0.5833269209661421	0	0	1.2905882352941176	0.788524881615635	DDIT4
Alzheimer disease	2/369	0.558722485326093	0.5941127708385514	0	0	1.075165827209424	0.6258565842588092	CSNK2A2;APBB1
JAK-STAT signaling pathway	1/162	0.5611065057919652	0.5941127708385514	0	0	1.2259627329192546	0.708415873400466	CRLF2
Tight junction	1/169	0.5765134505104573	0.6059703421423785	0	0	1.1744642857142857	0.6468439664725044	CFTR
NOD-like receptor signaling pathway	1/181	0.6016893219512168	0.6278497272534437	0	0	1.0955	0.5565293845223723	DEFB4A
Transcriptional misregulation in cancer	1/192	0.623462508194573	0.6386884568980302	0	0	1.0318324607329843	0.4875064228578186	BCL6
Chemokine signaling pathway	1/192	0.623462508194573	0.6386884568980302	0	0	1.0318324607329843	0.4875064228578186	CCL4L1
Kaposi sarcoma-associated herpesvirus infection	1/193	0.6253824473793214	0.6386884568980302	0	0	1.02640625	0.48178678045772705	CLEC2B
Pathogenic Escherichia coli infection	1/197	0.6329657550304927	0.641880765664725	0	0	1.0052551020408163	0.45974232066965576	ARF6
Epstein-Barr virus infection	1/202	0.642231468228306	0.6467225973767557	0	0	0.98	0.4339503679030758	B2M
Herpes simplex virus 1 infection	2/498	0.7203960430234082	0.7203960430234082	0	0	0.7902818507657218	0.2591762193020048	C5;B2M
